narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
2504,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,2526,3379,5. Whisk batter until no lumps remain.,5. Whisk batter until no lumps remain.,26,5. Whisk batter until no lumps remain.,26,['5. Whisk batter until no lumps remain.'],[26]
2505,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,3380,4149,6. Pour batter into prepared mug.,6. Pour batter into prepared mug.,27,6. Pour batter into prepared mug.,27,['6. Pour batter into prepared mug.'],[27]
2506,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,4150,6138,7. Microwave the mug and batter on high power for 60 seconds.,7. Microwave the mug and batter on high power for 60 seconds.,28,7. Microwave the mug and batter on high power for 60 seconds.,28,['7. Microwave the mug and batter on high power for 60 seconds.'],[28]
2507,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,6139,6660,"8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.","8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.",29,"8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.",29,"['8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.']",[29]
2508,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,6661,7347,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,30,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,30,['9. Invert the mug to release the cake onto a place. Carefully remove paper liner.'],[30]
2509,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,7348,8281,"10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible","10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible",31,"10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible",31,"['10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible']",[31]
2510,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,8282,8454,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,32,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,32,['11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.'],[32]
2511,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,8455,9381,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,33,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,33,['12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.'],[33]
2512,R2-P06,R2-P06_09,00:00:00.000,00:00:00.000,00:00:00.000,9382,10014,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
2513,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,0,143,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2514,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,144,250,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
2515,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,251,1506,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
2516,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,1507,1892,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
2517,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,1893,3059,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
2518,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,3060,3291,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
2519,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,3292,3623,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
2520,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,3624,4763,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
2521,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,4764,5247,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
2522,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,5248,5652,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
2523,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,5653,5979,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
2524,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,5980,7828,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
2525,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,7829,8143,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
2526,R0-P08,R0-P08_01,00:00:00.000,00:00:00.000,00:00:00.000,8144,8249,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
2527,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,0,6,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2528,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,7,30,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
2529,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,31,1582,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
2530,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,1583,2002,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
2531,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,2003,3074,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
2532,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,3075,3367,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
2533,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,3368,4373,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
2534,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,4374,4882,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
2535,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,4883,6134,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
2536,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,6135,6217,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
2537,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,6218,6712,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
2538,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,6713,8495,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
2539,R0-P05,R0-P05_07,00:00:00.000,00:00:00.000,00:00:00.000,8496,9243,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
2540,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,0,39,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2541,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,40,431,1. Place tortilla on cutting board.,1. Place tortilla on cutting board.,2,1. Place tortilla on cutting board.,2,['1. Place tortilla on cutting board.'],[2]
2542,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,432,1424,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
2543,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,1425,1499,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
2544,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,1500,2158,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
2545,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,2159,2227,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
2546,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,2228,2482,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
2547,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,2483,2870,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
2548,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,2871,3158,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
2549,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,3159,3274,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
2550,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,3275,3368,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
2551,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,3369,3952,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
2552,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,3953,4243,12. Place the pinwheels on a plate.,12. Place the pinwheels on a plate.,13,12. Place the pinwheels on a plate.,13,['12. Place the pinwheels on a plate.'],[13]
2553,R0-P00,R0-P00_05,00:00:00.000,00:00:00.000,00:00:00.000,4244,4338,13. end.,13. end.,1,13. end.,1,['13. end.'],[1]
2554,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,0,185,1. Place the paper cupcake liner inside the mug. Set aside.,1. Place the paper cupcake liner inside the mug. Set aside.,22,1. Place the paper cupcake liner inside the mug. Set aside.,22,['1. Place the paper cupcake liner inside the mug. Set aside.'],[22]
2555,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,186,921,"2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.","2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.",23,"2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.",23,"['2. Measure and add the flour, sugar, baking powder, and salt to the mixing bowl.']",[23]
2556,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,922,1135,3. Whisk to combine.,3. Whisk to combine.,24,3. Whisk to combine.,24,['3. Whisk to combine.'],[24]
2557,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,1136,2290,"4. Measure and add the oil, water, and vanilla to the bowl.","4. Measure and add the oil, water, and vanilla to the bowl.",25,"4. Measure and add the oil, water, and vanilla to the bowl.",25,"['4. Measure and add the oil, water, and vanilla to the bowl.']",[25]
2558,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,2291,2631,5. Whisk batter until no lumps remain.,5. Whisk batter until no lumps remain.,26,5. Whisk batter until no lumps remain.,26,['5. Whisk batter until no lumps remain.'],[26]
2559,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,2632,3501,6. Pour batter into prepared mug.,6. Pour batter into prepared mug.,27,6. Pour batter into prepared mug.,27,['6. Pour batter into prepared mug.'],[27]
2560,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,3502,3859,7. Microwave the mug and batter on high power for 60 seconds.,7. Microwave the mug and batter on high power for 60 seconds.,28,7. Microwave the mug and batter on high power for 60 seconds.,28,['7. Microwave the mug and batter on high power for 60 seconds.'],[28]
2561,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,3860,4874,"10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible","10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible",31,"10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible",31,"['10. While the cake is cooling, prepare to pipe the frosting. Scoop a spoonful of chocolate frosting into a zip-top bag and seal, removing as much air as possible']",[31]
2562,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,4875,5095,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,32,11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.,32,['11. Use scissors to cut one corner from the bag to create a small opening 1/4-inch in diameter.'],[32]
2563,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,5096,6169,"8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.","8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.",29,"8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.",29,"['8. Check the cake for doneness; it should be mostly dry and springy at the top. If the cake still looks wet, microwave for an additional 5 seconds.']",[29]
2564,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,6170,6840,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,30,9. Invert the mug to release the cake onto a place. Carefully remove paper liner.,30,['9. Invert the mug to release the cake onto a place. Carefully remove paper liner.'],[30]
2565,R2-P15,R2-P15_01,00:00:00.000,00:00:00.000,00:00:00.000,6841,6916,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,33,12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.,33,['12. Squeeze the frosting through the opening to apply small dollops of frosting to the plate in a circle around the base of the cake.'],[33]
2566,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,0,101,0. start.,0. start.,0,0. start.,0,['0. start.'],[0]
2567,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,102,1423,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.","2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.",3,"['2. Use a butter knife to scoop nut butter from the jar. Spread nut butter onto tortilla, leaving 1/2 inch uncovered at the edges.']",[3]
2568,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,1424,1497,3. Clean the knife by wiping with a paper towel.,3. Clean the knife by wiping with a paper towel.,4,3. Clean the knife by wiping with a paper towel.,4,['3. Clean the knife by wiping with a paper towel.'],[4]
2569,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,1498,2349,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.,5,['4. Use the knife to scoop jelly from the jar. Spread jelly over the nut butter.'],[5]
2570,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,2350,2442,5. Clean the knife by wiping with a paper towel.,5. Clean the knife by wiping with a paper towel.,6,5. Clean the knife by wiping with a paper towel.,6,['5. Clean the knife by wiping with a paper towel.'],[6]
2571,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,2443,2688,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.","6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.",7,"['6. Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks.']",[7]
2572,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,2689,3066,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.,8,['7. Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart.'],[8]
2573,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,3067,3354,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.","8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.",9,"['8. Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll. Discard ends.']",[9]
2574,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,3355,3477,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.","9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.",10,"['9. Slide floss under the tortilla, perpendicular to the length of the roll. Place the floss halfway between two toothpicks.']",[10]
2575,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,3478,3561,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.","10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.",11,"['10. Cross the two ends of the floss over the top of the tortilla roll. Holding one end of the floss in each hand, pull the floss ends in opposite directions to slice.']",[11]
2576,R0-P00,R0-P00_01,00:00:00.000,00:00:00.000,00:00:00.000,3562,4378,11. Continue slicing with floss to create 5 pinwheels.,11. Continue slicing with floss to create 5 pinwheels.,12,11. Continue slicing with floss to create 5 pinwheels.,12,['11. Continue slicing with floss to create 5 pinwheels.'],[12]
